Original_band,Year,Sex,Sex_method
133231172,2012,f,mate_compare
133231173,2012,m,mate_compare
133231174,2012,u,undocumented
133231175,2012,u,undocumented
133231176,2012,f,mate_compare
133231177,2012,m,mate_compare
133231178,2012,u,undocumented
133231179,2012,m,mate_compare
133231180,2012,u,undocumented
133231181,2012,m,mate_compare
133231182,2012,m,bill
133231201,2012,f,bill
133231202,2012,f,bill
133231203,2012,f,bill
133231204,2012,m,bill
133231205,2012,m,bill
133231206,2012,f,bill
133231284,2012,m,bill
133231286,2012,m,bill
133231288,2012,f,bill
133231291,2012,m,bill
133231292,2012,m,bill
133231293,2012,f,bill
133231294,2012,f,bill
133231295,2012,f,bill
133231296,2012,m,bill
133231297,2012,f,bill
133231298,2012,m,bill
133231299,2012,m,bill
133231300,2013,u,undocumented
135268001,2014,u,undocumented
135268002,2014,u,undocumented
135268003,2014,u,undocumented
135268004,2014,u,undocumented
135268005,2014,u,undocumented
135268006,2014,u,undocumented
135268007,2014,u,undocumented
135268008,2014,u,undocumented
135268009,2014,m,nest_observation
135268010,2014,m,nest_observation
135268011,2014,m,nest_observation
135268012,2014,u,undocumented
135268013,2014,u,undocumented
135268014,2014,u,undocumented
135268015,2014,u,undocumented
135268016,2014,u,undocumented
135268017,2014,u,undocumented
135268018,2014,u,undocumented
135268019,2014,u,undocumented
135268024,2014,u,undocumented
135268025,2014,u,undocumented
135268026,2014,u,undocumented
135268027,2014,u,undocumented
135268028,2014,u,undocumented
135268029,2014,u,undocumented
135268030,2014,u,undocumented
135268031,2014,u,undocumented
135268044,2014,u,undocumented
135268045,2014,u,undocumented
135268046,2014,u,undocumented
136128413,2014,f,bill
136128414,2013,f,bill
136128415,2013,m,"bill, mate_compare"
136128416,2013,f,bill
136128417,2014,m,bill
136128418,2013,f,bill
136128419,2013,m,bill
136128420,2014,m,bill
136128421,2014,u,undocumented
136128422,2014,m,nest_observation
136128423,2014,m,nest_observation
136128424,2014,f,nest_observation
136128425,2014,f,nest_observation
136128429,2014,m,nest_observation
136128432,2014,m,nest_observation
136128433,2014,m,nest_observation
136128435,2014,m,nest_observation
136128436,2014,m,nest_observation
136128437,2014,m,nest_observation
136128438,2014,m,nest_observation
136128439,2014,u,undocumented
136128493,2013,f,bill
136128494,2013,m,nest_observation
136128495,2013,f,bill
136128496,2013,m,bill
136128497,2013,m,bill
136128498,2013,m,bill
136128499,2013,f,bill
136128500,2013,m,nest_observation
136128549,2014,m,nest_observation
136128550,2014,m,nest_observation
136128551,2014,m,nest_observation
136128552,2014,m,nest_observation
139300720,2011,u,undocumented
139300721,2011,u,undocumented
139300722,2011,u,undocumented
139300723,2011,u,undocumented
139300724,2013,f,plumage
139300725,2011,u,undocumented
139302000,2014,m,nest_observation
139303777,2012,m,plumage 
139305010,2012,f,nest_record
139305011,2012,f,overall
139305012,2012,u,undocumented
139305013,2012,u,undocumented
139305014,2012,m,plumage
139305015,2012,u,undocumented
139305016,2013,m,plumage
139305017,2013,m,plumage
140165751,2010,m,plumage
140165752,2013,m,"brood patch, plumage"
140165753,2012,m,"plumage, brood_patch"
140165754,2010,m,"plumage, brood_patch"
140165755,2010,f,bill
140165756,2013,m,brood_patch
140165757,2010,u,undocumented
140165758,2010,m,"plumage, brood_patch"
140165759,2010,u,undocumented
140165760,2010,f,bill
140165761,2012,f,bill
140165762,2010,m,brood_patch
140165763,2011,m,singing
140165764,2011,m,bill
140165765,2011,u,undocumented
140165766,2011,u,undocumented
140165770,2011,f,bill
140165771,2011,m,bill
140165772,2011,m,bill
140165773,2011,m,bill
140165774,2011,m,bill
140165775,2011,m,bill
140165776,2011,m,plumage
140165778,2011,f,bill
140165779,2011,m,plumage
140165780,2013,m,plumage
140165781,2013,m,plumage
140165782,2011,m,plumage
140165784,2011,m,plumage
140165785,2012,m,plumage
140165786,2012,f,plumage
140165787,2011,m,plumage
140165788,2011,m,plumage
140165789,2011,m,plumage
140165790,2013,m,plumage
140165791,2011,m,plumage
140165792,2012,m,plumage
140165793,2012,m,plumage
140165795,2011,m,plumage
140165796,2011,m,bill
140165797,2011,m,bill
140165798,2011,f,bill
140165799,2011,f,bill
140165800,2011,m,bill
140165801,2011,f,plumage
140165802,2011,m,bill
140165803,2011,m,plumage
140165804,2011,u,"conflicting_records, plumage"
140165805,2011,m,plumage
140165806,2011,m,bill
140165807,2011,f,plumage
140165808,2011,m,plumage
140165809,2013,m,plumage
140165810,2011,m,plumage
140165811,2011,u,undocumented
140165812,2011,m,bill
140165813,2011,m,bill
140165814,2011,m,plumage
140165815,2011,f,plumage
140165816,2011,m,plumage
140165817,2014,m,bill
140165818,2011,m,bill
140165819,2011,f,bill
140165820,2011,f,bill
140165821,2011,m,bill
140165822,2011,m,bill
140165823,2011,m,bill
140165824,2011,f,bill
140165825,2010,m,bill
140165826,2010,f,bill
140165827,2011,f,bill
140165828,2011,m,bill
140165829,2011,m,bill
140165830,2011,f,bill
140165831,2012,f,bill
140165832,2011,f,bill
140165833,2011,m,bill
140165834,2011,u,undocumented
140165835,2011,f,bill
140165836,2012,m,bill
140165837,2011,u,conflicting_records
140165838,2011,f,bill
140165839,2011,f,bill
140165840,2014,f,bill
140165841,2011,m,bill
140165842,2014,m,bill
140165843,2011,f,bill
140165844,2011,m,bill
140165845,2011,m,bill
140165846,2011,f,bill
140165847,2011,f,bill
140165848,2011,f,bill
140165850,2011,m,bill
140165851,2011,m,bill
140165852,2011,f,undocumented
140165853,2011,f,bill
140165854,2011,m,bill
140165855,2011,f,bill
140165856,2011,m,bill
140165857,2011,f,bill
140165858,2011,f,bill
140165859,2011,m,bill
140165860,2014,m,bill
140165861,2011,m,bill
140165862,2011,f,bill
140165863,2014,f,bill
140165864,2011,m,bill
140165865,2011,m,bill
140165866,2011,u,bill_ELW
140165867,2011,m,bill
140165868,2011,m,bill
140165869,2011,f,bill
140165870,2011,f,bill
140165871,2011,u,undocumented
140165872,2014,f,bill
140165873,2011,f,bill
140165874,2011,f,bill
140165875,2011,m,bill
140165876,2012,f,bill
140165877,2011,f,bill
140165878,2011,m,bill
140165879,2011,m,bill
140165880,2011,m,bill
140165881,2011,m,bill
140165882,2011,f,bill
140165883,2012,m,bill
140165884,2011,f,bill
140165885,2011,f,bill
140165886,2011,m,bill
140165887,2011,f,bill
140165888,2011,f,nest_record
140165889,2011,u,undocumented
140165890,2011,f,bill
140165891,2011,f,bill
140165892,2011,m,bill
140165893,2011,f,bill
140165894,2011,m,bill
140165895,2011,m,undocumented
140165896,2011,u,undocumented
140165897,2011,m,bill
140165898,2013,f,nest_record
140165899,2011,f,bill_ELW
140165900,2011,m,bill
140165901,2011,f,plumage
140165902,2011,f,plumage
140165903,2011,m,plumage
140165904,2011,m,plumage
140165905,2011,f,plumage
140165906,2011,f,bill
140165907,2011,m,bill
140165908,2011,f,bill
140165909,2011,u,undocumented
140165910,2011,m,nest_record
140165911,2011,f,bill
140165912,2011,m,bill
140165913,2011,u,undocumented
140165914,2012,m,plumage
140165915,2012,m,plumage
140165916,2012,u,"conflicting_records, overall_size"
140165917,2012,m,plumage
140165918,2012,f,plumage
140165919,2011,u,undocumented
140165920,2011,u,undocumented
140165921,2011,u,undocumented
140165922,2011,m,plumage
140165923,2011,m,plumage
140165924,2011,m,plumage
140165925,2013,m,plumage
140165926,2011,m,plumage
140165927,2013,m,plumage
140165928,2011,m,plumage
140165929,2013,m,plumage
140165930,2011,m,plumage
140165931,2012,f,plumage
140165932,2012,m,plumage
140165933,2011,m,plumage
140165934,2011,m,plumage
140165935,2012,m,plumage
140165936,2011,f,plumage
140165937,2012,m,plumage
140165938,2012,m,plumage
140165939,2012,f,plumage
140165940,2011,m,plumage
140165941,2012,f,plumage
140165942,2012,u,undocumented
140165943,2012,u,undocumented
140165944,2012,u,undocumented
140165945,2012,u,undocumented
140165946,2012,u,undocumented
140165947,2012,u,undocumented
140165948,2012,u,undocumented
140165949,2012,f,plumage
140165950,2012,f,nest_record
140165952,2010,f,bill
140165953,2010,m,bill
140165954,2010,m,bill
140165955,2010,f,bill
140165956,2010,f,bill
140165957,2010,m,brood patch
140165958,2010,m,bill
140165959,2010,m,bill
140165960,2010,u,bill_ELW
140165961,2014,m,bill
140165962,2010,f,bill
140165963,2010,f,bill
140165964,2011,f,bill
140165965,2010,f,compare_mate
140165966,2011,f,bill
140165967,2010,f,bill
140165968,2012,m,bill
140165969,2010,m,"bill, mate_compare"
140165970,2010,f,undocumented
140165971,2010,f,undocumented
140165972,2010,m,bill
140165973,2010,m,bill
140165974,2011,f,bill
140165975,2010,f,"bill, mate_compare"
140165976,2010,m,bill
140165977,2010,f,"bill, mate_compare"
140165978,2010,f,bill
140165979,2010,u,undocumented
140165980,2010,m,singing
140165981,2010,m,bill
140165982,2010,m,bill
140165983,2010,f,bill
140165984,2010,f,bill
140165985,2010,m,bill
140165987,2010,m,"brood patch, plumage"
140165988,2010,f,bill
140165990,2010,f,bill
140165991,2014,f,bill
140165992,2010,m,"brood patch, plumage"
140165993,2011,m,bill
140165994,2010,f,bill
140165995,2010,m,"brood patch, plumage"
140165996,2010,f,bill
140165997,2012,m,bill
140165998,2014,m,bill
140165999,2010,m,plumage
140166000,2013,m,plumage
140166101,2010,f,bill
140166102,2014,m,bill
140166104,2010,f,bill
140166105,2014,f,bill
140166106,2010,m,bill
140166107,2010,f,bill
140166108,2010,f,bill
140166109,2012,m,bill
140166110,2010,m,bill
140166111,2010,m,undocumented
140166112,2010,u,undocumented
140166113,2010,f,bill
140166114,2012,f,bill_ELW
140166115,2011,m,bill
140166116,2012,f,bill
140166118,2010,f,bill
140166119,2012,m,bill
140166120,2010,f,bill
140166121,2010,m,bill
140166122,2011,f,bill
140166123,2010,m,mate_compare
140166124,2010,m,undocumented
140166126,2010,m,bill
140166127,2012,u,"conflicting_records, bill"
140166128,2010,f,undocumented
140166130,2010,m,incubating
140166131,2010,f,bill
140166132,2013,m,incubating
140166133,2010,u,undocumented
140166134,2010,u,undocumented
140166135,2013,m,plumage
140166136,2010,u,undocumented
140166138,2010,u,undocumented
140166139,2010,u,undocumented
140166140,2010,u,undocumented
140166141,2010,u,undocumented
140166142,2010,u,undocumented
140166143,2010,f,bill
140166144,2010,m,bill
140166145,2011,f,bill
140166146,2010,f,bill
140166147,2010,m,bill
140166148,2010,f,bill
140166149,2010,m,brood_patch
140166150,2010,f,bill
140166151,2011,m,bill
140166152,2011,u,undocumented
140166154,2011,f,bill
140166155,2011,m,bill
140166156,2012,f,bill
140166157,2011,f,bill
140166158,2011,f,bill
140166159,2011,m,bill
140166160,2011,u,undocumented
140166161,2011,m,bill
140166162,2011,f,bill
140166163,2011,f,bill
140166164,2011,u,undocumented
140166165,2011,f,bill
140166166,2011,f,bill
140166167,2011,f,bill
140166168,2011,f,bill
140166169,2012,u,undocumented
140166170,2012,u,undocumented
140166171,2011,u,undocumented
140166172,2011,f,bill
140166173,2011,m,bill
140166174,2011,f,bill
140166175,2011,m,bill
140166176,2011,m,bill
140166177,2011,m,bill
140166178,2011,u,undocumented
140166179,2011,f,bill
140166180,2011,f,bill
140166181,2011,m,bill
140166183,2011,f,bill
140166184,2011,m,bill
140166185,2011,f,bill
140166187,2011,f,nest_observation
140166188,2012,m,bill
140166189,2011,u,undocumented
140166190,2011,f,bill
140166191,2011,m,bill
140166192,2011,f,nest_record
140166193,2011,m,bill
140166194,2011,m,bill
140166195,2011,m,bill
140166196,2011,m,bill
140166197,2011,m,bill
140166198,2011,m,bill
140166199,2011,m,bill
140166200,2011,f,bill
140166492,2012,f,bill
140168153,2011,m,bill
140168186,2011,m,bill
140175301,2014,f,nest_observation
140175302,2014,m,nest_observation
140175303,2014,m,nest_observation
140175304,2014,m,nest_observation
140175305,2014,m,nest_observation
140175306,2014,m,nest_observation
140175307,2014,m,nest_observation
140175308,2014,m,nest_observation
140175309,2014,m,nest_observation
140175310,2014,m,nest_observation
140175311,2014,m,nest_observation
140175312,2014,m,nest_observation
140175313,2014,m,nest_observation
140175314,2014,m,nest_observation
140175315,2014,u,undocumented
140175316,2014,u,undocumented
140175317,2014,m,nest_observation
140175318,2014,u,undocumented
140175319,2014,u,undocumented
140175320,2014,m,nest_observation
140175391,2014,m,nest_observation
140175401,2014,f,nest_observation
140175402,2014,m,nest_observation
140175403,2014,m,nest_observation
140175404,2014,m,nest_observation
140175406,2014,m,nest_observation
140175407,2014,m,nest_observation
140175408,2014,f,nest_observation
140175409,2014,m,nest_observation
140175410,2014,u,undocumented
140175412,2014,f,nest_observation
140175413,2014,m,nest_observation
140175415,2014,m,nest_observation
140175416,2014,m,nest_observation
140175417,2014,m,nest_observation
140175419,2014,m,nest_observation
140175420,2014,m,nest_observation
140175421,2014,u,undocumented
140175422,2014,u,undocumented
140175423,2014,u,undocumented
140175424,2014,u,undocumented
140175425,2014,u,undocumented
140175426,2014,u,undocumented
140175427,2014,u,undocumented
140175428,2014,u,undocumented
140175429,2014,u,undocumented
140175430,2014,u,undocumented
140175431,2014,m,nest_observation
140175432,2014,m,nest_observation
140175433,2014,u,undocumented
140175434,2014,u,undocumented
140175436,2014,u,undocumented
140175437,2014,u,undocumented
140175438,2014,u,undocumented
140175441,2014,u,undocumented
140175442,2014,f,nest_observation
140175443,2014,m,nest_observation
140175444,2014,u,undocumented
140175446,2014,u,undocumented
140175447,2014,u,undocumented
140175448,2014,u,undocumented
140175449,2014,u,undocumented
140175450,2014,f,nest_observation
140175451,2014,u,undocumented
140175452,2014,u,undocumented
140175453,2014,u,undocumented
140175454,2014,u,undocumented
140175455,2014,f,nest_observation
140175457,2014,u,undocumented
140175459,2014,u,undocumented
140175460,2014,u,undocumented
140175461,2014,u,undocumented
140175462,2014,u,undocumented
140175463,2014,u,undocumented
140175481,2014,u,undocumented
140175482,2014,f,nest_observation
140175483,2014,u,undocumented
140175484,2014,u,undocumented
140175485,2014,u,undocumented
140175486,2014,u,undocumented
140175487,2014,m,nest_observation
140175488,2014,u,undocumented
140175489,2014,u,undocumented
140175490,2014,u,undocumented
140177869,2012,u,undocumented
140177870,2012,u,undocumented
140177871,2012,u,undocumented
140179087,2011,m,bill
140179088,2011,m,bill
140179089,2011,u,undocumented
140179090,2011,f,bill
140179091,2011,m,bill
140179092,2011,f,bill
140179093,2012,f,bill
140179094,2011,m,bill
140179095,2011,f,bill
140179096,2011,m,bill
140179097,2011,u,undocumented
140179098,2011,m,bill
140179099,2011,m,bill
140179100,2011,m,bill
140179101,2014,m,bill
140179102,2011,m,bill
140179103,2014,m,nest_observation
140179104,2011,f,bill
140179105,2011,f,bill
140179106,2011,m,bill
140179107,2011,f,bill
140179108,2011,u,undocumented
140179109,2011,f,bill
140179110,2011,f,bill
140179111,2011,f,bill
140179112,2011,f,bill
140179113,2011,f,bill
140179114,2011,m,bill
140179115,2011,m,bill
140179117,2011,u,undocumented
140179118,2012,f,bill
140179119,2011,u,conflicting_records
140179120,2014,m,bill
140179121,2011,m,bill
140179122,2011,m,bill
140179123,2011,m,bill
140179124,2011,f,bill
140179125,2011,f,bill
140179126,2011,m,bill
140179127,2011,f,bill
140179128,2011,m,bill
140179129,2011,m,bill
140179130,2011,f,bill
140179131,2011,m,bill
140179132,2011,f,bill
140179133,2011,m,bill
140179134,2011,m,bill
140179135,2011,f,bill
140179136,2011,f,bill
140179137,2013,f,bill
140179138,2012,m,bill
140179139,2011,f,bill
140179140,2011,f,bill
140179141,2011,f,bill
140179142,2011,u,undocumented
140179143,2011,u,undocumented
140179144,2012,f,bill
140179146,2011,u,undocumented
140179147,2011,u,undocumented
140179148,2011,m,bill
140179149,2011,f,bill
140179150,2011,f,nest_record
140179151,2012,f,plumage
140179152,2012,f,plumage
140179153,2012,f,plumage
140179154,2012,f,plumage
140179155,2012,f,plumage
140179157,2012,f,plumage
140179158,2012,f,plumage
140179159,2012,f,plumage
140179161,2013,m,plumage
140179162,2012,f,plumage
140179163,2012,f,plumage
140179164,2012,f,plumage
140179165,2013,m,plumage
140179166,2012,m,plumage
140179167,2012,m,plumage
140179168,2012,m,plumage
140179169,2012,m,plumage
140179170,2012,m,plumage
140179171,2012,m,plumage
140179172,2012,f,plumage
140179173,2013,m,plumage
140179174,2012,m,plumage
140179175,2012,m,plumage
140179176,2012,m,plumage
140179177,2012,m,plumage
140179178,2012,m,plumage
140179179,2012,m,plumage
140179180,2012,m,plumage
140179181,2012,m,plumage
140179182,2012,m,plumage
140179183,2012,f,plumage
140179184,2012,u,"conflicting_records, plumage"
140179185,2012,m,plumage
140179186,2013,m,plumage
140179187,2012,f,plumage
140179188,2012,f,plumage
140179189,2012,m,plumage
140179190,2012,f,plumage
140179191,2012,m,plumage
140179192,2012,f,plumage
140179193,2012,m,plumage
140179194,2012,m,plumage
140179195,2013,m,plumage
140179196,2011,m,plumage
140179197,2013,m,plumage
140179198,2012,m,plumage
140179199,2011,m,bill
140179200,2012,m,bill
140301401,2004,f,plumage
140301402,2004,u,undocumented
140301403,2004,u,undocumented
140301404,2012,f,plumage
140301405,2012,m,plumage
140301406,2012,f,plumage
140301407,2012,f,plumage
140301408,2012,m,plumage
140301409,2012,f,plumage
140301411,2004,f,plumage
140301412,2004,f,plumage
140301413,2004,m,chd
140301414,2005,f,chd
140301415,2005,f,chd
140301416,2005,m,chd
140301418,2005,u,undocumented
140301419,2005,u,undocumented
140301421,2008,m,chd
140301426,2012,u,undocumented
140301429,2012,f,plumage
145324701,2002,m,undocumented
145324702,2002,m,undocumented
145324703,2002,f,undocumented
145324704,2002,f,undocumented
145324705,2002,f,undocumented
145324706,2002,f,undocumented
145324707,2002,f,undocumented
145324708,2002,m,undocumented
145324709,2002,f,undocumented
145324710,2002,m,undocumented
145324711,2002,m,undocumented
145324712,2002,m,undocumented
145324713,2002,f,undocumented
145324714,2002,u,undocumented
145324716,2002,u,undocumented
145324717,2002,u,undocumented
145324718,2002,u,undocumented
145324719,2002,u,undocumented
145324720,2002,u,undocumented
145324721,2002,m,undocumented
145324722,2002,u,undocumented
145324723,2002,u,undocumented
145324724,2002,u,undocumented
145324725,2002,u,undocumented
145324726,2002,f,undocumented
145324727,2002,u,undocumented
145324728,2002,u,undocumented
145324729,2002,u,undocumented
145324730,2002,u,undocumented
145324731,2002,u,undocumented
145324732,2002,u,undocumented
145324733,2002,m,undocumented
145324734,2002,u,undocumented
145324735,2002,u,undocumented
145324736,2002,u,undocumented
145324737,2002,u,undocumented
145324738,2002,u,undocumented
145324739,2003,f,undocumented
145324740,2003,m,undocumented
145324741,2003,m,undocumented
145324742,2003,f,undocumented
145324743,2003,m,undocumented
145324744,2003,m,undocumented
145324745,2003,f,undocumented
145324746,2003,m,undocumented
145324747,2003,f,undocumented
145324748,2003,f,undocumented
145324749,2003,m,undocumented
145324750,2003,m,undocumented
145324751,2003,m,undocumented
145324752,2003,f,undocumented
145324753,2003,m,undocumented
145324754,2003,f,undocumented
145324755,2003,m,undocumented
145324756,2003,u,undocumented
145324757,2003,u,undocumented
145324758,2003,u,undocumented
145324759,2003,u,undocumented
145324760,2003,u,undocumented
145324761,2003,u,undocumented
145324762,2003,u,undocumented
145324763,2003,m,undocumented
145324764,2003,f,undocumented
145324765,2003,f,undocumented
145324766,2003,f,undocumented
145324767,2003,m,undocumented
145324768,2003,m,undocumented
145324769,2003,u,undocumented
145324770,2003,u,undocumented
145324771,2003,u,undocumented
145324772,2003,u,undocumented
145324773,2003,f,undocumented
145324774,2003,f,undocumented
145324775,2003,f,undocumented
145324776,2003,u,undocumented
145324777,2003,u,undocumented
145324778,2003,u,undocumented
145324779,2003,u,undocumented
145324780,2003,m,undocumented
145324781,2003,m,undocumented
145324782,2003,u,undocumented
145324783,2003,u,undocumented
145324784,2003,u,undocumented
145324785,2003,f,undocumented
145324786,2003,u,undocumented
145324787,2003,u,undocumented
145324788,2003,u,undocumented
145324789,2003,u,undocumented
145324790,2003,u,undocumented
145324791,2003,u,undocumented
145324792,2003,u,undocumented
145324793,2003,u,undocumented
145324794,2003,u,undocumented
145324795,2003,u,undocumented
145330906,2011,u,undocumented
145330907,2008,f,undocumented
145330908,2008,m,undocumented
145331216,2013,f,plumage
145331219,2011,u,undocumented
145331220,2011,u,undocumented
145331221,2011,u,undocumented
153114055,2010,f,bill
153114056,2010,f,bill
153114057,2010,m,bill
153114058,2010,m,bill
153114059,2013,f,bill
153114060,2011,m,bill
153114061,2010,f,bill
153114062,2010,f,bill
153114063,2011,m,"bill, mate_compare"
153114064,2010,f,bill
153114065,2010,m,undocumented
153114066,2010,m,bill
153114068,2010,m,bill
153114069,2014,f,bill
153114070,2010,f,undocumented
153114071,2010,m,bill
153114072,2010,m,bill
153114073,2010,f,bill
153114074,2010,m,bill
153114075,2010,f,bill
153114076,2010,m,plumage
153114077,2010,f,bill
153114078,2010,f,bill
153114079,2010,f,"bill, mate_compare"
153114080,2010,f,"bill, mate_compare"
153114081,2010,m,bill
153114082,2010,f,bill
153114083,2011,m,plumage
153114084,2010,f,bill
153114085,2010,m,bill
153114086,2010,f,bill
153114087,2010,m,"bill, mate_compare"
153114088,2010,f,"bill, mate_compare"
153114089,2010,m,bill
153114090,2011,f,bill
153114091,2010,f,bill
153114092,2011,m,bill
153114093,2010,m,plumage
153114094,2010,m,bill
153114095,2010,m,bill
153114096,2010,m,bill
153114097,2010,u,undocumented
153114098,2010,u,undocumented
153114099,2010,u,undocumented
153114100,2010,u,undocumented
154327218,2003,m,undocumented
155301401,2008,m,undocumented
155301402,2008,m,undocumented
155301403,2008,f,undocumented
155301404,2008,f,undocumented
155301405,2009,u,"conflicting_records, nest_record"
155301406,2013,u,"conflicting_records, plumage"
155301407,2008,f,undocumented
155301408,2012,f,undocumented
155301409,2009,m,undocumented
155301410,2008,f,undocumented
155301411,2008,f,undocumented
155301412,2008,f,undocumented
155301413,2008,f,undocumented
155301414,2008,f,undocumented
155301415,2008,f,undocumented
155301416,2008,f,undocumented
155301417,2008,f,undocumented
155301418,2008,f,undocumented
155301419,2008,m,undocumented
155301420,2008,m,undocumented
155301421,2008,f,undocumented
155301422,2010,m,undocumented
155301423,2008,m,undocumented
155301424,2008,f,undocumented
155301425,2008,m,undocumented
155301426,2008,f,undocumented
155301428,2008,f,undocumented
155301429,2008,f,undocumented
155301430,2008,m,undocumented
155301431,2008,m,undocumented
155301432,2008,m,undocumented
155301433,2008,f,undocumented
155301434,2009,u,undocumented
155301435,2009,u,undocumented
155301436,2009,u,undocumented
155301437,2012,m,plumage
155301438,2010,f,undocumented
155301439,2010,f,undocumented
155301440,2010,m,undocumented
155301441,2010,f,undocumented
155301442,2010,f,undocumented
155301443,2010,f,undocumented
155301444,2010,m,undocumented
155301445,2010,f,undocumented
155301446,2010,u,undocumented
155301447,2010,u,undocumented
155301448,2010,f,undocumented
155301449,2010,f,undocumented
155301450,2010,f,undocumented
155301451,2011,f,plumage
155301452,2011,u,undocumented
155301453,2011,u,undocumented
155301454,2011,u,undocumented
155301455,2011,u,undocumented
155301456,2011,u,undocumented
155301457,2012,u,undocumented
155301461,2011,u,undocumented
155301462,2011,u,undocumented
155301464,2011,u,undocumented
155301469,2011,u,undocumented
155301470,2014,u,undocumented
155301471,2014,u,undocumented
155301477,2014,u,undocumented
155301478,2014,m,nest_observation
155301480,2014,u,undocumented
155301481,2013,u,undocumented
155301483,2014,u,undocumented
155301484,2014,f,nest_observation
155301485,2014,f,nest_observation
155301486,2014,f,nest_observation
155301487,2014,f,nest_observation
155301488,2014,m,nest_observation
155301489,2014,f,nest_observation
155301490,2012,m,plumage
155301491,2013,f,plumage
155301492,2013,m,plumage
155301493,2013,f,plumage
155301494,2012,m,plumage
155301495,2012,f,plumage
155301496,2012,f,plumage
155301497,2012,m,plumage
155301498,2012,u,undocumented
155301499,2012,f,plumage
155301500,2012,f,plumage
157370977,2008,f,undocumented
157371893,2003,f,undocumented
157374701,2003,f,plumage
157374702,2003,u,undocumented
157374703,2003,u,undocumented
157374704,2003,u,undocumented
157374705,2012,u,undocumented
157374706,2012,u,undocumented
157374707,2012,u,undocumented
157374708,2012,u,undocumented
157374710,2013,m,plumage
157374711,2013,m,plumage
157374718,2014,m,plumage_mate
157374719,2012,u,undocumented
157374720,2012,u,undocumented
157374721,2011,u,undocumented
157374722,2011,u,undocumented
157374723,2011,u,undocumented
157374806,2007,u,undocumented
157374807,2007,u,undocumented
157374808,2007,u,undocumented
157374809,2007,u,undocumented
157374811,2008,u,undocumented
157374812,2008,u,undocumented
157374813,2008,u,undocumented
157374814,2007,f,chd
157374815,2013,f,plumage
157374816,2008,u,undocumented
157374817,2008,u,undocumented
157374818,2013,u,undocumented
157374819,2013,f,plumage
157374820,2013,m,plumage_mate
157374825,2006,m,chd
157374826,2006,m,chd
157374827,2006,m,bill
157374828,2006,u,undocumented
157374829,2006,u,undocumented
157374830,2006,u,undocumented
157374831,2006,f,"bill, mate_compare"
157374832,2007,m,chd
157374833,2007,u,undocumented
157374834,2007,u,undocumented
157374835,2011,u,undocumented
157374836,2010,u,undocumented
157374837,2007,f,chd
157374838,2007,f,plumage
157374839,2008,u,undocumented
157374840,2006,f,bill
157374841,2006,m,chd
157374843,2006,f,chd
157374849,2006,m,chd
157374851,2008,f,chd
157374852,2006,m,chd
157374853,2006,f,chd
157374854,2008,u,undocumented
157374855,2009,m,chd
157374856,2008,f,chd
157374857,2008,u,undocumented
157374858,2008,m,chd
157374859,2007,u,undocumented
157374860,2008,u,undocumented
157374861,2006,f,chd
157374862,2006,m,chd
157374863,2006,u,undocumented
157374864,2006,u,undocumented
157374865,2006,u,undocumented
157374866,2006,u,undocumented
157374867,2006,u,undocumented
157374868,2006,u,undocumented
157374869,2006,f,chd
157374870,2006,m,bill
157374871,2006,u,undocumented
157374872,2006,u,undocumented
157374873,2006,f,chd
157374874,2007,m,chd
157374875,2010,m,plumage
157374876,2007,m,chd
157374877,2011,u,undocumented
157374878,2011,u,undocumented
157374879,2011,u,undocumented
157374881,2007,f,plumage
157374882,2007,u,undocumented
157374883,2007,u,undocumented
157374884,2007,u,undocumented
157374885,2007,f,chd
157374886,2008,u,undocumented
157374888,2011,u,undocumented
157374889,2011,u,undocumented
157374890,2008,f,chd
157374891,2007,m,chd
157374892,2008,u,undocumented
157374893,2007,m,chd
157374894,2006,f,bill
157374895,2006,f,bill
157374896,2006,m,chd
157374897,2006,f,chd
157374898,2006,u,undocumented
157374899,2006,m,bill
157374900,2006,m,bill
157374901,2011,u,undocumented
157374902,2007,u,undocumented
157374903,2007,u,undocumented
157374904,2007,f,chd
157374905,2007,u,undocumented
157374907,2010,u,undocumented
157374908,2011,u,undocumented
157374909,2011,u,undocumented
157374910,2011,u,undocumented
157374911,2011,u,undocumented
157374912,2011,u,undocumented
157374913,2011,u,undocumented
157374914,2011,u,undocumented
157374919,2008,f,chd
157374920,2011,u,undocumented
157374921,2011,u,undocumented
157374922,2011,u,undocumented
157374923,2011,m,plumage
157374924,2010,m,plumage
157374925,2010,m,plumage
157374926,2008,f,chd
157374927,2008,m,chd
157374928,2008,f,chd
157374929,2012,u,undocumented
157374966,2008,m,chd
157374967,2008,f,chd
157374968,2008,u,undocumented
157374969,2008,u,undocumented
157374970,2008,u,undocumented
157374971,2009,u,undocumented
157374972,2009,u,undocumented
157374973,2009,f,chd
157374974,2009,m,chd
157374975,2010,m,plumage
157374976,2010,m,plumage
157374977,2013,m,plumage
157374978,2010,m,plumage
157374979,2012,u,undocumented
157374980,2012,u,undocumented
157374981,2011,m,plumage
157374982,2012,u,undocumented
157374983,2010,m,plumage
157374984,2008,u,undocumented
157374985,2009,f,chd
157374986,2007,u,undocumented
157374987,2007,u,undocumented
157374988,2007,m,plumage
157374989,2008,f,plumage
157374990,2012,u,undocumented
157374991,2013,m,plumage_mate
157374998,2013,f,plumage
157374999,2011,f,plumage
